category,category_href,subcat,subcat_href,name,stars,price,star_rating,review_raw,review_count,price_num
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Case Studies,https://www.fiverr.com/categories/writing-translation/case-study-writing?source=gallery-listing,I will do dna and questioned documents and fingerprints examination,5.0(2),Starting at€8.89,5.0,2,2.0,8.89
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,E-Commerce Development,https://www.fiverr.com/categories/programming-tech/ecommerce-services?source=gallery-listing,I will make wordpress woocommerce store or shopify store for you,5.0(2),Starting at€44.44,5.0,2,2.0,44.44
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Podcast EditingNew,https://www.fiverr.com/categories/music-audio/podcast-editing?source=gallery-listing,I will do podcast editing today,5.0(45),Starting at€22.22,5.0,45,45.0,22.22
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Animation for Kids,https://www.fiverr.com/categories/video-animation/animation-for-kids?source=gallery-listing,"I will make abc, colors, 123 many more kids 2d videos",5.0(6),Starting at€8.89,5.0,6,6.0,8.89
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Support & IT,https://www.fiverr.com/categories/programming-tech/support-it-services?source=gallery-listing,I will help you build and administrate your salesforce,5.0(2),Starting at€48.88,5.0,2,2.0,48.88
Business,https://www.fiverr.com/categories/business?source=category_tree,Lead Generation,https://www.fiverr.com/categories/business/lead-generation-services?source=gallery-listing,I will do cold calling and appointment setting for you,4.9(26),Starting at€22.22,4.9,26,26.0,22.22
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,SongwritersNew,https://www.fiverr.com/categories/music-audio/songwriters?source=gallery-listing,I will write creative lyrics to your music,5.0(1),Starting at€35.55,5.0,1,1.0,35.55
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Product Descriptions,https://www.fiverr.com/categories/writing-translation/product-description?source=gallery-listing,I will write an amazon product description that sells plus PPC,5.0(29),Starting at€88.88,5.0,29,29.0,88.88
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Screencasting Videos,https://www.fiverr.com/categories/video-animation/screencasting-videos?source=gallery-listing,I will make an excellent screencasting tutorial video for you,5.0(2),Starting at€8.89,5.0,2,2.0,8.89
Business,https://www.fiverr.com/categories/business?source=category_tree,Market Research,https://www.fiverr.com/categories/business/market-research-reports?source=gallery-listing,I will do market research on any topic and industry,4.8(36),Starting at€26.66,4.8,36,36.0,26.66
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Viral Videos,https://www.fiverr.com/categories/lifestyle/viral-videos?source=gallery-listing,I will do a dance for you,4.5(4),Starting at€13.33,4.5,4,4.0,13.33
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Web Programming,https://www.fiverr.com/categories/programming-tech/web-programming-services?source=gallery-listing,I will design and build your professional email signature,4.9(15),Starting at€97.77,4.9,15,15.0,97.77
Lifestyle,https://www.fiverr.com/categories/lifestyle?source=category_tree,Viral Videos,https://www.fiverr.com/categories/lifestyle/viral-videos?source=gallery-listing,I will create a professional dance video for your song,5.0(18),Starting at€133.32,5.0,18,18.0,133.32
Business,https://www.fiverr.com/categories/business?source=category_tree,E-Commerce ManagementNew,https://www.fiverr.com/categories/business/ecommerce-management?source=gallery-listing,I will find private label product that sells hot on amazon fba,5.0(12),Starting at€53.33,5.0,12,12.0,53.33
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Proofreading & Editing,https://www.fiverr.com/categories/writing-translation/proofreading-editing?source=gallery-listing,I will professionally copy edit and proofread your fiction and nonfiction books,4.9(69),Starting at€88.88,4.9,69,69.0,88.88
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Animation for Kids,https://www.fiverr.com/categories/video-animation/animation-for-kids?source=gallery-listing,I will create 2d and 3d animations for children,nan,Starting at€106.65,5.0,1,17.0,106.65
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,3D Product Animation,https://www.fiverr.com/categories/video-animation/3d-product-animation?source=gallery-listing,I will create 3d product modeling and animation,5.0(72),Starting at€133.32,5.0,72,72.0,133.32
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,QA,https://www.fiverr.com/categories/programming-tech/qa-services?source=gallery-listing,I will do advanced pentest on your website with report,5.0(27),Starting at€22.22,5.0,27,27.0,22.22
Music & Audio,https://www.fiverr.com/categories/music-audio?source=category_tree,Producers & Composers,https://www.fiverr.com/categories/music-audio/producers-composers?source=gallery-listing,I will ghost produce radio ready music for you,5.0(16),Starting at€119.98,5.0,16,16.0,119.98
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Business Names & Slogans,https://www.fiverr.com/categories/writing-translation/business-names-and-slogans?source=gallery-listing,"I will create original, engaging slogans or taglines",5.0(66),Starting at€13.33,5.0,66,66.0,13.33
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Logo Animation,https://www.fiverr.com/categories/video-animation/logo-animation-services?source=gallery-listing,I will create custom 3d grunge and metal logo and intro animation,5.0(7),Starting at€8.89,5.0,7,7.0,8.89
Business,https://www.fiverr.com/categories/business?source=category_tree,Project ManagementNew,https://www.fiverr.com/categories/business/project-management?source=gallery-listing,"I will develop any type of credit risk, underwriting, API,  lending platform",5.0(3),Starting at€79.99,5.0,3,3.0,79.99
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,eLearning Video ProductionNew,https://www.fiverr.com/categories/video-animation/elearning-video-production?source=gallery-listing,I will be online course creator or training video with voice over,5.0(3),Starting at€31.11,5.0,3,3.0,31.11
Business,https://www.fiverr.com/categories/business?source=category_tree,Branding Services,https://www.fiverr.com/categories/business/branding-services?source=gallery-listing,I will create ideal buyer persona,5.0(49),Starting at€84.43,5.0,49,49.0,84.43
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,Slideshows Videos,https://www.fiverr.com/categories/video-animation/slideshow-videos?source=gallery-listing,I will create modern business presentation video intro promo,5.0(132),Starting at€17.78,5.0,132,132.0,17.78
Video & Animation,https://www.fiverr.com/categories/video-animation?source=category_tree,eLearning Video ProductionNew,https://www.fiverr.com/categories/video-animation/elearning-video-production?source=gallery-listing,I will produce your elearning or education video,nan,Starting at€8.89,5.0,1,17.0,8.89
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,Mobile Apps,https://www.fiverr.com/categories/programming-tech/mobile-app-services?source=gallery-listing,I will be your android app developer or develop your android app,5.0(79),Starting at€66.66,5.0,79,79.0,66.66
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Mobile Marketing & Advertising,https://www.fiverr.com/categories/online-marketing/mobile-advertising?source=gallery-listing,I will provide you targeted numbers for SMS or whatsapp marketing,5.0(22),Starting at€17.78,5.0,22,22.0,17.78
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Legal Writing,https://www.fiverr.com/categories/writing-translation/legal-writing?source=gallery-listing,I will write the perfect contract for any situation US lawyer,5.0(3),Starting at€66.66,5.0,3,3.0,66.66
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Technical Writing,https://www.fiverr.com/categories/writing-translation/technical-writing-services?source=gallery-listing,"I will do ce marking, certificate of compliance and technical files",5.0(1),Starting at€133.32,5.0,1,1.0,133.32
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,E-Commerce Development,https://www.fiverr.com/categories/programming-tech/ecommerce-services?source=gallery-listing,I will upload products to your shopify store,5.0(28),Starting at€88.88,5.0,28,28.0,88.88
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Web Traffic,https://www.fiverr.com/categories/online-marketing/website-traffic?source=gallery-listing,I will send keyword targeted usa and uk organic traffic with low bounce rate,4.9(31),Starting at€26.66,4.9,31,31.0,26.66
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Email Copy,https://www.fiverr.com/categories/writing-translation/email-copy?source=gallery-listing,I will write persuasive sales letter and business letter,4.7(48),Starting at€22.22,4.7,48,48.0,22.22
Programming & Tech,https://www.fiverr.com/categories/programming-tech?source=category_tree,QA,https://www.fiverr.com/categories/programming-tech/qa-services?source=gallery-listing,"I will professionally QA test your site, min 25 bugs or refund",5.0(44),Starting at€57.77,5.0,44,44.0,57.77
Business,https://www.fiverr.com/categories/business?source=category_tree,Branding Services,https://www.fiverr.com/categories/business/branding-services?source=gallery-listing,I will create a complete brand guide for your business or service,5.0(8),Starting at€71.10,5.0,8,8.0,71.1
Business,https://www.fiverr.com/categories/business?source=category_tree,Market Research,https://www.fiverr.com/categories/business/market-research-reports?source=gallery-listing,I will provide insightful comprehensive market research,4.9(106),Starting at€88.88,4.9,106,106.0,88.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Brand Voice & Tone,https://www.fiverr.com/categories/writing-translation/tone-of-voice?source=gallery-listing,I will identify and pin down your brand voice and tone,4.9(21),Starting at€88.88,4.9,21,21.0,88.88
Writing & Translation,https://www.fiverr.com/categories/writing-translation?source=category_tree,Speechwriting,https://www.fiverr.com/categories/writing-translation/speech-writing?source=gallery-listing,"I will do deep research in spanish, english and chinese",4.8(2),Starting at€8.89,4.8,2,2.0,8.89
Digital Marketing,https://www.fiverr.com/categories/online-marketing?source=category_tree,Web Traffic,https://www.fiverr.com/categories/online-marketing/website-traffic?source=gallery-listing,I will setup google adwords search ads for top ranking,5.0(13),Starting at€22.22,5.0,13,13.0,22.22
